鈴木大介八段 vs
 04:58 自ら熱い死体蹴りワロタ
 04:59 なにかなーｗ
 05:00 AWAKE
 05:00 5
 05:02 ｐ
 05:02 いきなりアンケ
 05:02 自虐で
 05:03 2で
 05:03 TAWAKE
 05:04 1
 05:04 またアンケかい
 05:04 こせさん
 05:05 はいはいぽなぽな
 05:05 アンケしたら・・・
 05:05 ツツカナ
 05:06 どうせポナ
 05:06 たまにはSelene
 05:07 そりゃジメイと言えば
 05:08 いつも2
 05:08 たまにはAWAKE
 05:08 ぽなで
 05:09 セレネ
 05:09 やねがんばれ
 05:11 やねうら来い！
 05:11 たまにはSelene
 05:13 aperyはパタパタするんだよなー
 05:13 わし絶対せれね
 05:14 どうせポナなんでしょw
 05:14 ジメイだからponaかな
 05:15 ハムどこ？
 05:15 ハム
 05:17 俺もセレネ
 05:17 慈明は全く覚えてない棋譜か
 05:22 たまにはぽな以外で
 05:24 激指先生がないではないか
 05:24 ジメイだからポナやろー
 05:24 ツツカナーー
 05:24 このアンケは意味がないやん
 05:25 /vote
 05:25 ハムで
 05:25 言わなくても・・・
 05:26 どうしても、ポナが多くなるね
 05:26 やねでやってほしい
 05:27 公平
 05:28 あーあ
 05:29 やはりか
 05:29 ああ
 05:29 おｗ
 05:29 しってた
 05:30 ・・・・
 05:30 しってた
 05:30 安定の
 05:31 知ってた
 05:31 ジメイはポナかな
 05:31 ポナつええ
 05:31 ジメイ＝ポナンザ
 05:31 あー
 05:32 またポナか
 05:33 あーーー
 05:33 やっぱりポナかぁ・・・
 05:33 はい
 05:33 ポナンザ強いなあ
 05:34 ポナ強いねー
 05:34 なかなか割れてきたね
 05:34 たまにはポナ無しにしようよ
 05:35 あんていｗｗｗｗ
 05:36 安定のダブルスコア
 05:36 /vote
 05:37 王者
 05:37 いつも通り
 05:38 yappari
 05:39 ソースコード見せろや
 05:39 やはり強い
 05:41 だんだんバラけるようになってきた
 05:43 ポナ「またおれかい」
 05:43 セレネちゃん・・・
 05:45 まぁ、戦ったソフト出し
 05:45 はい
 05:46 はーい
 05:48 DENSO
 05:49 /perm
 05:50 デンソー様に感謝
 05:50 もう設定済みです
 05:51 この星を
 05:53 DENSO
 05:53 ももりたい
 05:53 デンソーさま
 05:54 ponaは人間に参考になりにくいよね
 05:54 スポンサー様に感謝
 05:55 スポンサーさんありがとう
 05:56 スポンサー様ありがとうございます
 05:57 デンソーさま
 05:57 スポンサー様、あざーっす
 05:59 デンソー様、今夜もありがとう
 05:59 でんそー
 06:01 サンキューデンちゃん
 06:02 兄弟子
 06:02 チェックチェックチェック
 06:04 飯島さんも少しponaの特徴知ってるだろうしな
 06:04 飯島さんも守ってあげて
 06:06 ﾁｪｸ
 06:07 惑星と書いてホシと読む
 06:07 チェックチェックッチェック！
 06:09 てんてー
 06:09 デンソー様国産車買って応援します
 06:11 あっくんときはAWAKEにしないようにしてた
 06:12 最初からポナに設定してるんでしょ
 06:12 デンソーでんそー
 06:14 この飯島を村山で守れない
 06:15 鎮りたい
 06:17 この畠山成幸を畠山で鎮りたい
 06:18 飯島＝惑星
 06:18 /cls
 06:18 お菓子はやっぱりDENSO
 06:18 ☆
 06:22 ティロティロティロ
 06:23 　　
 ／・ω・ ＼
 |⊃ 
 |_＿____| 
 ∪　　パパがんばってー 
 06:23 叡王戦の解説は自戦解説が強制なんかな・・・
 06:26 できる聞き手が連日続いているなあ
 06:27 ひきかくくん
 06:27 おねがいします
 06:27 カットはええｗ
 06:28 ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 06:32 ひきかくくん来た
 06:32 ←
 06:33 エアバックってデンソーもつくってるのかなあ
 06:33 三浦結婚発表日
 06:33 もうすでに面白い
 06:35 ひきにくは？
 06:35 よろしくおねがいします
 06:37 　　
 06:39 みうみう結婚公表日
 06:39 ほー
 06:41 傷口に塩かよｗ
 06:43 ばらばらくん
 06:43 ひき肉キター
 06:45 自虐好きだな～
 06:46 ひき肉君
 06:51 え、この対局はどうなったんですか？
 06:54 なぜ相がかりにしなかったのですか
 06:55 桜井門下
 06:59 後手が勝そう
 07:00 まあ解説できるほど記憶に残る将棋というと、どうしても自分が関わったものになってしまいがちだわな
 07:03 まさかのみうみう結婚発表
 07:04 変化してきたんですね
 07:04 ｗｗｗ
 07:06 あれれー
 07:06 村山「思い出せない・・」
 07:07 必ずでなかった
 07:08 ゴッと
 07:09 ここでｗｗｗｗｗ
 07:09 もう痺れたｗ
 07:10 ここでｗ
 07:10 もうしびれたｗ
 07:11 変化してきたｗ
 07:11 もうシビれたのかよｗ
 07:11 ﾋﾞﾘﾋﾞﾘﾋﾞﾘﾋﾞﾘ
 07:11 ほーほー
 07:12 ｗｗｗｗｗ
 07:13 外された！
 07:13 へー
 07:14 へー
 07:14 はええな
 07:16 はええｗｗ
 07:18 もうかｗ
 07:19 もう痺れてたのか
 07:20 ｗｗ
 07:21 さすがジメイ策士や
 07:27 この形は最近流行っているようですね
 07:28 二手目で・・
 07:30 足がしびれたの？
 07:31 あいつな
 07:32 この将棋ジメイ覚えてるの？
 07:33 でも覚えてない
 07:34 3手痺れ
 07:35 南ちゃんｗ
 07:35 はええよw
 07:35 はええｗ
 07:37 ｗｗｗ
 07:40 裏切り
 07:43 ｗｗｗｗｗ
 07:43 3手でシビレるｗｗ
 07:46 実は栄ちゃんの方が、ジメイは眼中になかった
 07:49 勝負師ジメイ
 07:51 先輩を揺さぶるジメイだったのか
 07:52 3手で終わったから忘れられたんですか
 08:02 天然じめい
 08:17 なべも3手で痺れたことあったなｗ
 08:22 淡路
 08:25 朝日杯かｗ
 08:29 どっこいしょ
 08:47 うんうん
 08:47 ナベは痺れた所じゃないんだよなぁ
 08:48 同形になるのかな
 08:57 あいさつ
 08:57 後手が意欲的だ
 08:59 歩越銀座商店街
 08:59 ここでひふみんアイ
 09:04 それはつかんでしょ
 09:06 私の失敗だったかもしれませんけど、村山君は許せません
 09:10 あかんやつや
 09:22 権利行使
 09:31 あー
 09:33 ﾄﾙｼｶﾅｲ
 09:43 捨てるのがうまいのか・・
 09:49 ﾄﾙｼｶﾅｲ・・・ﾄﾙｼｶﾅｲ・・・
 09:50 うわお
 09:57 Ａちゃん　声に元気ない？
 09:57 車将棋の時みたいのだ
 10:27 19時から元気出します！
 10:28 謝罪も村山に聞け
 10:32 さっくり解説だなｗ
 10:32 声　酒やけ？
 10:37 へえ
 10:46 自分をほめたい
 10:46 自棄酒
 10:55 これは怖い
 10:59 大盤解説でもしたのか＞声
 11:03 へー
 11:04 怖い怖い
 11:08 ぎゃー
 11:11 おーｗ
 11:14 おー
 11:18 お
 11:19 いけるやんｗ
 11:20 ふつう
 11:22 ちょっと安心
 11:22 まだまだ
 11:23 安心したｗ
 11:25 悲観しすぎだろ
 11:26 ポナ先生ｗｗ
 11:26 いけてる
 11:26 まだまだやれた
 11:27 無問題
 11:28 ホッとしてらっさる
 11:30 元気でてきたｗ
 11:31 安堵したｗ
 11:32 愚痴は飯島に聞け
 11:33 自信を持てえいじ！！
 11:39 やめて欲しいんかい
 11:42 飯島さん、面白いなぁ
 11:48 壁
 11:57 ウォールシルバー
 12:06 ここなのか
 12:14 へー
 12:21 あー
 12:27 あー
 12:27 なるほど
 12:31 そうだったんですか
 12:33 簡単だ
 12:36 言われると簡単だけど見えにくいな
 12:41 あぎゃーｗ
 12:43 ぴったり
 12:44 ぴったり
 12:44 凄い
 12:46 あれあれー
 12:47 やったぜ
 12:49 ﾄﾙｼｶﾅｲ
 12:51 電王盤が便利だ
 12:51 あれあれ！？
 12:52 すげええ
 12:52 すげー
 12:54 あらら
 12:54 もったいねｗ
 12:58 ハッピーエンディングだった
 13:04 弟弟子に煽られた対局も振り返る棋士の鑑
 13:12 こ・・・これを彼は・・・？
 13:17 あれ？
 13:17 あれっ
 13:17 ！？
 13:17 あれ・・・ｗ
 13:18 ｗ
 13:18 五分です
 13:18 ｗｗｗｗｗｗ
 13:18 あれ
 13:19 お～～～
 13:19 縮まった
 13:19 あれ？
 13:19 あれ
 13:19 あれ？
 13:19 ？？？？？？？
 13:20 あれれ？
 13:20 笑い
 13:20 ｗｗｗｗｗｗ
 13:20 あれ
 13:20 あら
 13:20 あれ
 13:20 あれ・・・
 13:21 あれ、あれれ
 13:23 あれ？
 13:24 ｗｗｗ
 13:25 ｗｗ
 13:25 笑わせますねｗ
 13:25 あれ
 13:25 ｗｗｗ
 13:26 w
 13:26 あれあれ
 13:26 まだまだｗ
 13:28 ｗ
 13:30 あらまあ
 13:31 期待したじゃんか
 13:34 おかしいですよ～～～
 13:34 壁銀が・・・
 13:35 pona「決まってないで」
 13:40 これがあったから尚更カチンときたんだな
 13:41 おっ
 13:43 飯島先生に恥をかかすな
 13:48 ほらｗ
 13:48 おｗ
 13:48 お
 13:49 でも・・・
 13:49 ｗｗｗｗｗｗｗ
 13:49 でしょｗ
 13:50 はははっはあ
 13:50 ははははｗ
 13:51 41
 13:54 似たようなものだろ
 14:00 気を使わせたなｗｗ
 14:06 飯島さんのモチベーション下げないように、ポナも気を使ってる
 14:12 ポナ先生の接待評価
 14:17 ソフトの接待モード
 14:17 気を遣うポナさん
 14:21 うま
 14:23 あー
 14:24 おわた
 14:25 いててて
 14:25 あいたた
 14:25 あs
 14:26 ダンスみたいだ
 14:41 席外してた、この棋譜はｗｗｗ
 14:42 道夫
 14:43 ポナ「人間相手は気いつかうなあ」
 14:44 早くてついていけませんがｗ
 14:45 味よし三夫
 14:49 味よし道夫
 14:55 味美陽一
 14:57 自虐棋譜だよｗ
 15:02 味っ子乙
 15:04 キレイさっぱり
 15:34 お
 15:36 きた
 15:43 大介さんが先手ですか
 15:45 すぐおわります
 15:45 早いな
 15:46 ｱｰﾔｯﾁｬｯﾀﾖｰ
 15:47 ぴったり
 15:47 あれ～
 15:48 綺麗
 15:49 ぴったり
 15:50 ありがとうございました
 15:51 ぴったりんこ
 15:53 残念
 15:55 先手は？
 15:55 あれれ
 15:59 この将棋を忘れるなんて・・
 16:09 大介さん
 16:09 怒り倍増だなｗ
 16:10 来たなじめい！！！！
 16:11 じめい「記憶にございません」
 16:16 相手の記憶に残る将棋指そう
 16:18 あ・・・
 16:20 はい！
 16:20 おもしろかった
 16:21 慈明「え？」
 16:21 私はｗ
 16:23 良い将棋でしたね
 16:23 私「は」
 16:23 M浦先生のせいだな
 16:23 ｗｗｗｗｗｗｗｗｗｗｗ
 16:24 ｗｗｗｗ
 16:24 あっはい
 16:24 ・・・・・・・・・・・・・
 16:24 ｗｗｗｗ
 16:24 ジメイだけやでw
 16:26 なおジメイは
 16:27 草ｗ
 16:28 ｗｗｗｗ
 16:28 こわ
 16:28 記憶に残る将棋ｗ
 16:28 ｗｗｗｗｗｗｗｗｗｗｗｗｗ
 16:28 くるしいｗｗ
 16:29 ｗｗ
 16:29 ああ・・はい・・・
 16:29 ｗｗ
 16:29 あっ・・・
 16:29 いい将棋でした
 16:30 もう、忘れました
 16:30 じめいは・・・
 16:31 は？
 16:31 記録に残ったよ
 16:31 笑いに残る
 16:31 記憶に残る（じめい以外）
 16:32 おこ
 16:32 あかんでｗ
 16:32 あ
 16:32 皮肉やばいｗｗｗｗ
 16:33 じめい「記憶にぐございません」
 16:33 後日記憶に残ることが
 16:33 耳鳴はのこっていない
 16:36 間違いなく記憶には残るｗ
 16:36 自分で爆笑しちゃｗ
 16:37 /multiangle
 16:37 じめいってやつは・・・
 16:37 惜しかったです
 16:38 記憶に残らない将棋か・・・
 16:38 記憶ｗ
 16:40 自虐ｗｗｗ
 16:40 おｗ
 16:43 別アングルきたよ
 16:43 みうみうの結婚で吹き飛んだじめいの記憶・・・
 16:44 みうみうが結婚するから
 16:44 先生ありがとう
 16:45 記憶に残る謝罪
 16:46 記憶に残ったのかな？
 16:48 その通りですおっしゃるとおりです
 16:50 残らない人が1人
 16:51 ジメイ後手か
 16:51 大ちゃん
 16:51 記録より記憶だろ
 16:51 大介先手？
 16:53 大介先手か
 16:57 大ちゃんが先手だ
 16:58 どっち応援なんだろ？
 16:58 15分前か
 16:58 30分くらいは記憶に残るな！
 16:58 大介やせた？
 17:01 振り駒は終わったのか
 17:02 圧倒的　黒
 17:06 大介師匠が先手か
 17:06 若返った
 17:07 記者は文さんですか
 17:10 下座が八段
 17:10 法事帰りかな？
 17:12 王玉
 17:13 大ちゃん先手いけるんじゃないか
 17:14 文記者ですね
 17:16 振り駒したのか
 17:20 ジメイのお茶？
 17:20 行方
 17:25 福本漫画みたい
 17:29 みなみちゃんはまじめ
 17:35 コーヤン「やることないし」
 17:40 じめいさんのはリラックスティ？
 17:44 カメラさんまで黒
 17:45 伊藤流
 17:47 小結と前相撲か
 17:47 いとう
 17:49 伊藤流
 17:49 香車あと
 17:49 ほー
 17:50 おぉ、並べ方珍しい
 17:50 お、伊藤流
 17:52 伊藤流
 17:52 みんな黒ｗｗｗ
 17:53 いとう流
 17:54 香車後なのか
 17:56 なんとか流
 17:58 大橋じめい
 18:01 わ・・・脇息
 18:03 ワキなんとか
 18:04 脇息ログイン
 18:06 宣伝
 18:07 脇息
 18:08 た、対局室にメガネがいない・・・？
 18:08 あｗ
 18:08 宣伝タイム
 18:09 エコバッグ
 18:09 宣伝
 18:09 宣伝
 18:10 隙あらば
 18:10 エコバッグだ
 18:12 宣伝ｗ
 18:13 隙あらば
 18:13 宣伝
 18:14 CMかｗｗ
 18:14 本業
 18:16 商売商売
 18:17 宣伝ｗ
 18:17 早速
 18:18 プレゼントいくつありますか？
 18:19 かわいい
 18:20 エコバッグ
 18:23 あーこれかわいいやつだ
 18:24 宣伝は基本
 18:26 本業開始
 18:26 商売人ｗ
 18:27 本業ならしかたない
 18:27 原価がばれたんだっけ？
 18:27 ジャパネット飯島
 18:28 500円なら買うわ
 18:28 500円
 18:30 完成しましたか
 18:31 原価率いくら？ｗ
 18:31 本業ｗ
 18:32 ジャパネット飯島
 18:32 グッズ紹介
 18:34 お安いですよね
 18:35 あれ？ちょっと欲しいぞｗ
 18:36 いいねぇ欲しい
 18:36 お高インでしょ？
 18:36 おいくら？
 18:36 3００円か
 18:36 お安い！
 18:37 販売部
 18:38 ちょっとほしいです
 18:39 お安い！
 18:39 お安い！
 18:39 やすい
 18:39 ほう
 18:40 安い
 18:40 ひきかくくん
 18:40 ジャパネットの名聞き手ｗｗｗｗｗ
 18:40 でもお高いんでしょ
 18:41 お高いんでしょう？
 18:41 あらおやすい
 18:41 安い！
 18:41 税込みか！
 18:42 原価50円くらい？
 18:43 安い
 18:43 原価は？
 18:44 安い
 18:44 安い
 18:44 バッジの材料費を竹部がバラしてた
 18:44 税込は凄い
 18:47 入るのか？
 18:48 いいなーーーーーーーーーーーー
 18:48 カラーバリエーションは？
 18:49 あ、お買い得です
 18:49 お
 18:49 <a
 18:49 いいな、いいなぁ
 18:50 ぷれぜんとふぉ＾－ゆー
 18:50 1つ売れるといくら入るんですか？
 18:51 いいなー
 18:52 /cls
 18:53 マチ有るんですか？
 18:53 日本将棋連盟
 18:54 サトシン缶バッジとえらい違いｗｗ
 18:54 子供のバッグにぴったり
 18:54 しんやTシャツにくらべたら激安
 18:54 わしらにはないんか？
 18:54 これグッズの中で一番ほしいかも
 18:55 なるほど～
 18:56 プレゼントかよｗ
 18:57 へー
 18:57 よくできてんなｗ
 18:57 安いけどいらない
 18:58 Tシャツを7000円で売る棋士もいるというのに！
 18:58 　　
 ／・ω・ ＼
 |⊃ 
 |____＿_| 
 ∪　買ってねー 
 18:59 紳哉のTシャツよりリーズナブル
 19:01 この色は良い
 19:01 隠れてるところがわかると三段
 19:01 気前がいい、500円だけど
 19:03 マジか！
 19:03 おっ
 19:05 まじで！
 19:05 お
 19:06 いっぱい
 19:07 えっ！？！？！？
 19:08 /perm
 19:09 リスナープレゼント
 19:10 まち？
 19:10 ふとっぱら
